zone,citi_id
3,5341531
3,5350734
3,5405228
3,5392593
3,5326561
3,5355612
3,5326563
3,5344157
3,5337841
3,5329204
3,5383465
3,5383777
3,5343303
3,5324200
3,5367440
3,5330642
3,5378566
3,5387716
3,5327951
3,5343202
3,5375407
3,5390267
3,5324040
3,5409417
3,5324457
3,5346871
3,5338866
3,5339928
3,5410125
3,5410430
3,5400376
3,5341704
3,5354307
3,5402570
3,5367315
3,5397851
3,5411015
3,5370984
3,5383844
3,5379264
3,5397700
3,5366531
3,5380571
3,5408211
3,5558857
3,5561894
3,5570065
3,5379698
3,5409777
3,5339614
3,5567220
3,5571232
3,5336269
3,5344359
3,5381002
3,5402159
3,5369690
3,5379759
3,5570160
3,5573449
3,5561194
3,5571109
3,5568295
3,5559575
3,5560655
3,5735238
3,5711149
3,5743796
3,5752129
3,5722088
3,5729485
3,5725801
3,5750477
3,5741683
3,5803482
3,5797435
3,5726018
3,5814695
3,5761705
3,5788822
3,5757477
3,5815136
3,5789244
3,5743896
3,5731777
3,7261245
3,5814647
3,5812944
3,5799884
3,5811581
3,5806253
3,5803357
3,5793609
3,5814941
3,5795011
3,5794328
3,5812505
3,5788516
3,5794330
3,5804885
3,5792244
3,5787893
3,5803556
3,5794245
3,5808432
3,5795906
3,5793406
3,5807575
3,5809805
3,7261609
3,7261608
3,5811456
3,5793321
3,5814043
3,5785484
3,5806017
3,7260966
3,5812543
3,5799625
3,5785450
3,5785965
3,5808189
3,5805849
3,5787776
3,5555235
3,7261759
3,5794097
3,5807367
3,5791159
3,5793242
3,7261595
3,7261222
3,5802340
3,5788409
3,5787423
3,5803666
3,5793822
3,5797430
3,5804915
3,5808402
3,5799815
3,5793427
3,5811995
3,5815033
3,5793876
3,5815759
3,5810301
3,5804127
3,5803055
3,5809844
3,5788539
3,5802049
3,5804191
3,5804306
3,5814047
3,5785453
3,5800227
3,5800235
3,5788125
3,5799587
3,5802493
3,7261476
3,5803092
3,5803139
3,5790385
3,5799841
3,5787829
3,5803457
3,5793933
3,5786882
3,5804693
3,5799819
3,5802570
3,5804953
3,5816449
3,5804676
3,7176035
3,5793278
3,5790290
3,5785868
3,5808079
3,5794675
3,5802236
3,5815539
3,5815538
3,5789425
3,5810988
3,5810559
3,5809402
3,5790971
3,5800317
3,5785858
3,5798487
3,5801412
3,7262428
3,5813459
3,5792990
3,5803786
3,5795991
3,5816494
3,5794114
3,5810995
3,5812483
3,5795678
3,5786899
3,7669018
3,5802035
3,5795348
3,5812434
3,5794011
3,6075293
3,5881791
3,5809902
3,7176028
3,5921357
3,5882534
3,6945979
3,6182212
3,5921091
3,5335131
3,5374920
3,5368565
3,5325111
3,5392323
3,5383431
3,5354552
3,5378763
3,5324802
3,5354591
3,7262449
3,5397018
3,5354172
3,5363208
3,5333207
3,5364615
3,5401516
3,5392448
3,5381438
3,5352997
3,5357499
3,5387509
3,5381515
3,5376870
3,5354747
3,7261441
3,5368453
3,5404024
3,5342522
3,5367427
3,5343728
3,5410144
3,5325187
3,5381305
3,5403191
3,5364271
3,5349613
3,5346111
3,7176039
3,5340066
3,5366524
3,5410350
3,5351428
3,5399020
3,5365425
3,5367565
3,5409941
3,5350821
3,5338681
3,5325256
3,5362776
3,5374669
3,5351496
3,5370164
3,5367523
3,5387749
3,5343434
3,5391291
3,7262504
3,7260952
3,5373900
3,5346811
3,5394774
3,5332318
3,5335650
3,5387844
3,5359634
3,5363058
3,5346551
3,5358539
3,5385926
3,5385925
3,5378500
3,5405554
3,5345025
3,5400400
3,5342586
3,5360160
3,5407463
3,5391597
3,5382907
3,5339498
3,5324004
3,5389489
3,5346342
3,5387687
3,5408617
3,5367721
3,7260806
3,5377640
3,5388873
3,5364095
3,5349803
3,5324105
3,5334336
3,5385941
3,5366375
3,5388881
3,5337561
3,5347287
3,5352771
3,5388319
3,5379566
3,5364729
3,5368233
3,5349705
3,5353530
3,5386027
3,5345679
3,5377266
3,5325223
3,5353775
3,5364741
3,5323500
3,5371905
3,5376502
3,5333282
3,5338567
3,5325230
3,5395351
3,5351983
3,5343038
3,5383559
3,5384133
3,7262050
3,5561279
3,5345053
3,5572400
3,5558829
3,5756628
3,5722960
3,5713587
3,5747882
3,5746901
3,5759199
3,5738690
3,5815842
3,5756304
3,5795741
3,5785359
3,5795542
3,5815605
3,5793639
3,5809928
3,5816605
3,5800683
3,5976783
3,6113463
3,6058415
3,6072350
3,5955960
3,5359864
3,5352963
3,5373614
3,5392952
3,5374340
3,5334423
3,5377100
3,5405737
3,5367788
3,5373650
3,5379609
3,5393180
3,5331568
3,5397059
3,5393388
3,5338196
3,5325327
3,5358769
3,7261649
3,5387854
3,5365918
3,5324666
3,5368676
3,5369143
3,5355180
3,5339539
3,5372253
3,5348299
3,5372190
3,5383600
3,5336667
3,5392114
3,5369569
3,5369568
3,5362909
3,5381320
3,5381276
3,5370590
3,7260929
3,5334575
3,5345171
3,5410943
3,5350937
3,5322652
3,5338122
3,5401133
3,5400032
3,5350351
3,5378529
3,5394329
3,5392868
3,5363429
3,5381325
3,5375883
3,5360382
3,5338800
3,5397165
3,5345098
3,5324698
3,5374128
3,5397227
3,5404141
3,5403676
3,5363364
3,5397664
3,5505963
3,5506726
3,5550579
3,5501344
3,5508379
3,5504468
3,5504473
3,5506353
3,5502732
3,5384438
3,5502015
3,5507103
3,5511077
3,5513307
3,5512862
3,5512827
3,5735792
3,5814992
3,5813747
3,5816719
3,5795972
3,5812604
3,5802087
3,5795969
3,5807487
3,5714964
3,5814419
3,5813249
3,5812626
3,5815342
3,5793271
3,5793272
3,5802636
3,5807713
3,5808939
3,5793832
3,5789342
3,5795988
3,5789826
3,5788077
3,5788111
3,5805550
3,5805734
3,6101141
3,6093514
3,6159232
3,7281936
3,5989045
3,5920381
3,5935804
3,5378481
3,5405878
3,5373504
3,5372024
3,5378880
3,5380202
3,5335846
3,5384339
3,5380184
3,5345844
3,5393245
3,5333180
3,5334619
3,5284756
3,5374648
3,5402405
3,5369906
3,5408395
3,5383413
3,5396003
3,5322553
3,5378408
3,5322551
3,5369909
3,5405279
3,8030162
3,5332593
3,5365171
3,5334799
3,5402961
3,5393049
3,5400890
3,5400877
3,5285182
3,5349876
3,5382989
3,5388843
3,5354157
3,5378870
3,5325738
3,5354171
3,5350605
3,5407692
3,5364916
3,5324903
3,5398521
3,5327003
3,5353181
3,5403783
3,5550368
3,5402740
3,5406567
3,5383518
3,5344702
3,5394842
3,5342485
3,5371530
3,5359959
3,5347742
3,7262138
3,5347239
3,5387411
3,5410416
3,5366604
3,5399305
3,5401670
3,5384471
3,5345049
3,5550366
3,5323499
3,5325211
3,5386984
3,5343171
3,5379533
3,5379755
3,5341210
3,5398440
3,5370006
3,5512373
3,5515507
3,5503914
3,5505321
3,5504003
3,5716833
3,5786990
3,5815599
3,5758052
3,5731070
3,5808276
3,5754308
3,5815550
3,5799610
3,5797300
3,5806298
3,5794369
3,5788497
3,5745380
3,5789324
3,7261921
3,5803990
3,5805879
3,5815020
3,5790756
3,6094665
3,5990579
3,7281931
3,6173864
3,5887048
3,6139416
3,5948770
3,6147353
3,5964304
3,5896969
3,5964347
3,5325305
3,5341483
3,5391791
3,5393212
3,5370542
3,5395244
3,5391945
3,5408522
3,5345860
3,5370082
3,5328041
3,5356521
3,5341114
3,5380883
3,5386785
3,5386035
3,5364195
3,5342425
3,5408076
3,5388601
3,5404794
3,5359488
3,5365937
3,5355828
3,5365603
3,7262460
3,5403022
3,5323371
3,5357527
3,5322591
3,5367767
3,5331835
3,5351549
3,5407841
3,5408431
3,5407908
3,5392528
3,5334519
3,5407927
3,5377613
3,5352423
3,5409768
3,7261268
3,5368361
3,7261553
3,5358736
3,5407030
3,5339066
3,5397603
3,5369367
3,5322317
3,5344817
3,5367929
3,5363859
3,5327298
3,5341051
3,5371261
3,5344994
3,5327489
3,5395754
3,5381110
3,5338929
3,5327319
3,5397717
3,5381396
3,5364855
3,5343858
3,5323525
3,5323060
3,5374406
3,5327422
3,5392400
3,5392034
3,5374322
3,5394086
3,5382496
3,5345038
3,5345071
3,5397771
3,5393128
3,5388953
3,5324862
3,5377995
3,5388867
3,5355782
3,5368304
3,7262518
3,5335663
3,5401469
3,5395622
3,5364022
3,5397376
3,5397841
3,5341256
3,5324477
3,5409059
3,5345743
3,5377381
3,5364007
3,5371243
3,5408406
3,5358705
3,5374175
3,5331575
3,5398630
3,5325372
3,5372902
3,5344987
3,5344147
3,5354819
3,5408191
3,5325866
3,5350207
3,5363925
3,5364066
3,5363922
3,5405326
3,5351515
3,5407933
3,5376890
3,5351247
3,5339840
3,5323810
3,5325423
3,5389126
3,5397777
3,5330582
3,5337551
3,5340175
3,5383527
3,5392900
3,5352439
3,5406976
3,5379513
3,5336017
3,5392148
3,5404119
3,5359777
3,5410902
3,5406337
3,5342992
3,5391891
3,5404122
3,5364275
3,5364134
3,5336545
3,5384170
3,5323163
3,5364369
3,5337696
3,5368618
3,5364329
3,5364306
3,5374232
3,5364514
3,5336537
3,5373763
3,5392229
3,5349828
3,5391648
3,5379439
3,5404915
3,5383526
3,5364199
3,5410682
3,5384452
3,5365172
3,5386082
3,5385955
3,5339873
3,5403172
3,5382362
3,5339631
3,5377199
3,5345624
3,5357731
3,5373492
3,5352875
3,5401297
3,5385393
3,5373965
3,5388735
3,5342750
3,5364940
3,5380698
3,5406421
3,5332748
3,7261098
3,5364571
3,5330106
3,5329754
3,5364554
3,5410227
3,5407744
3,5387494
3,5550372
3,7261725
3,5328808
3,5367846
3,5710360
3,5735537
3,5758113
3,5712169
3,5790562
3,5740898
3,5814916
3,5791896
3,5789856
3,5789920
3,5803066
3,7261152
3,5785378
3,5964401
3,5790660
3,6127950
3,6168326
3,5918118
3,5958590
3,6121621
3,5985934
3,5975503
3,5951036
3,5967157
3,3988392
3,3979430
3,4007503
3,4006702
3,3996737
3,5378771
3,7260997
3,5334223
3,7260996
3,5346646
3,5363943
3,5396974
3,5342353
3,5347578
3,5406602
3,5330008
3,5364663
3,5386073
3,5347315
3,5339663
3,5392368
3,5391811
3,5401395
3,5359054
3,5356722
3,5376200
3,5346827
3,5336899
3,5384690
3,5405430
3,5365893
3,5329954
3,5363990
3,3981609
3,5398277
3,5364059
3,5393429
3,7261029
3,5345529
3,5392517
3,5346986
3,5330167
3,5386053
3,5410129
4,5364782
4,5353559
4,5360403
4,5385793
4,5340655
4,5355318
4,5391831
4,5323401
4,3982266
4,5352350
4,5381796
4,5349755
4,5400065
4,5389213
4,5387877
4,5329408
4,5378354
4,5387288
4,5410382
4,5375482
4,5375938
4,5364750
4,5356864
4,5364499
4,5338783
4,5353484
4,5356576
4,5371858
4,5394273
4,5391710
4,5340674
4,5409260
4,5333976
4,5353058
4,5367696
4,5374732
4,5382146
4,5375911
4,5356868
4,5399901
4,5364414
4,5386754
4,5375916
4,5372205
4,5378087
4,5372242
4,5364826
4,5357755
4,5389288
4,5409959
4,5332957
4,5411046
4,5327098
4,5336185
4,5356277
4,5369150
4,5392090
4,5344942
4,5328163
4,5405346
4,5326032
4,5328152
4,5332374
4,7261464
4,5358901
4,5324249
4,5374871
4,5351654
4,5380668
4,5342710
4,5322400
4,5406222
4,5324363
4,5365945
4,5326305
4,5326297
4,5350057
4,5513795
4,5701361
4,5743612
4,5611730
4,5744166
4,5603310
4,5603393
4,5595881
4,5593708
4,5587698
4,5600890
4,5601933
4,5725721
4,7260679
4,7262495
4,5790218
4,5598538
4,5598542
4,5790554
4,5807540
4,5601538
4,5606232
4,5792143
4,5811696
4,5813814
4,5794098
4,5791127
4,5802984
4,5792474
4,5805782
4,5811729
4,5813889
4,5814686
4,5800870
4,7262053
4,5804694
4,5604353
4,5553955
4,5608388
4,5595320
4,5589173
4,5590453
4,5606401
4,6086871
4,5932311
4,5962582
4,5956869
4,6173220
4,6100069
4,5975004
4,3984997
4,3979216
4,4013292
4,5333749
4,5330143
4,5378617
4,5391503
4,5408445
4,3979439
4,5359052
4,5345609
4,5330567
4,5356096
4,5332929
4,5335006
4,7220609
4,5411079
4,5386015
4,5402415
4,5380626
4,5396291
4,5361298
4,5364079
4,5359426
4,5327717
4,5406664
4,5359446
4,5338166
4,5402152
4,5371965
4,5404198
4,5509851
4,5511806
4,5702255
4,5703670
4,5708894
4,5597955
4,7261929
4,5601615
4,5592562
4,5608754
4,5600685
4,5591778
4,5593814
4,5586437
4,5600363
4,5602909
4,5594474
4,5597606
4,5662190
4,5586496
4,5931800
4,5992059
4,5983626
4,5892532
4,5946820
4,6180285
4,5975034
4,5972762
4,3987224
4,3979510
4,3979497
4,3979505
4,3979494
4,5312913
4,3985604
4,5332698
4,3996069
4,5357598
4,4011469
4,3982215
4,4011587
4,3998214
4,5315062
4,5322053
4,5329649
4,5376358
4,5305230
4,5507016
4,5287565
4,7262622
4,5512909
4,5503766
4,5509952
4,5506956
4,5515345
4,5509403
4,5515110
4,5513343
4,7261960
4,5505411
4,5500539
4,5503694
4,5587232
4,5594307
4,5611758
4,5592973
4,5597034
4,5952370
4,5947708
4,5914894
4,6126749
4,6159474
4,5942547
4,6149374
4,3985665
4,3991347
4,5295143
4,5320160
4,5301388
4,5308116
4,5310183
4,5292505
4,5296189
4,5301067
4,7261968
4,5292912
4,5508473
4,5508180
4,5552905
4,5541061
4,5546441
4,5546220
4,5549222
4,5710035
4,5610810
4,5597783
4,5585265
4,5587385
4,5595591
4,5606000
4,5597711
4,5594956
4,5606275
4,5655959
4,5663257
4,5670128
4,5666639
4,5650270
4,5686121
4,5660340
4,5651289
4,5661473
4,5645859
4,5671996
4,5670441
4,5640284
4,6104841
4,6085892
4,5923125
4,5924618
4,5902458
4,5913490
4,5933070
4,5882799
4,6093010
4,5975038
4,5921060
4,5939210
4,5917688
4,6093347
4,6160806
4,6118158
4,5902599
4,6035615
4,6122374
4,5913601
4,5938801
4,6109273
4,6051562
4,5894164
4,6157536
4,6154383
4,6179138
4,6078636
4,6155033
4,6185377
4,3984237
4,4001610
4,5550996
4,3982837
4,5295860
4,5287262
4,5290559
4,5320871
4,5321135
4,5540831
4,5541693
4,5290463
4,5540444
4,5541458
4,5536630
4,5538914
4,5544619
4,5534882
4,5538080
4,5583981
4,5583714
4,5648657
4,5637146
4,5648267
4,5642934
4,5916821
4,5668939
4,6064202
4,6117675
4,5955891
4,6053154
4,5924417
4,6158023
4,6165875
4,6156307
4,6074099
4,5896522
4,6179602
4,5914653
4,6167254
4,5946768
4,5960842
4,6146279
4,5955948
4,5887916
4,4011574
4,4013723
4,3983805
4,3995236
4,4017728
4,3991622
4,4004887
4,3992405
4,4018700
4,5313737
4,5296266
4,5302053
4,5552301
4,5317663
4,5308655
4,5303752
4,5296962
4,5317071
4,5317058
4,5316209
4,5312845
4,5289282
4,5304391
4,5295903
4,5288636
4,5312393
4,5551665
4,5310193
4,5294167
4,5551535
4,7310164
4,5290663
4,5289961
4,5316205
4,5316428
4,5293996
4,5322027
4,5316201
4,5308480
4,5295985
4,5285131
4,5551498
4,5306523
4,5290834
4,5288858
4,5288856
4,5308049
4,5288523
4,5313457
4,5295177
4,5309842
4,5308281
4,5289658
4,5309858
4,7149330
4,5321098
4,5290007
4,7176038
4,5291033
4,5290912
4,5288261
4,5550192
4,5301407
4,5553533
4,7260892
4,5313667
4,5300735
4,5294810
4,5539097
4,5543360
4,5545710
4,5546253
4,5540026
4,5542758
4,5538927
4,5774215
4,5771716
4,5781087
4,5777224
4,5543853
4,5844096
4,5546452
4,5770732
4,5775863
4,5772581
4,5779816
4,5779548
4,5777332
4,5779334
4,5774456
4,5555097
4,5780026
4,5781860
4,5781993
4,5777915
4,5775346
4,5774546
4,5783695
4,5782055
4,5776092
4,5777793
4,5779798
4,5784580
4,5782391
4,5784540
4,5773001
4,5779333
4,5775782
4,5779613
4,5782320
4,5774685
4,5780802
4,5772959
4,5780531
4,5784607
4,5776727
4,5779833
4,5775615
4,5784384
4,5779206
4,5781783
4,5777107
4,5779036
4,5781765
4,5780557
4,5784549
4,5782476
4,5776715
4,5781809
4,5781770
4,5779068
4,5775035
4,5784504
4,5778244
4,5785116
4,5780993
4,5781794
4,5778755
4,5774662
4,5771826
4,5778352
4,5772654
4,5784731
4,5774001
4,5781061
4,5781070
4,5555083
4,5776008
4,5772418
4,5774301
4,5773304
4,5775320
4,5778633
4,5778601
4,5778518
4,5782272
4,5781609
4,5600035
4,5783768
4,5775081
4,5771960
4,5555129
4,5604473
4,5776228
4,5777544
4,5778898
4,5781551
4,5776221
4,5780020
4,5780388
4,5779025
4,5588842
4,5604045
4,5593399
4,5586093
4,5607051
4,5596475
4,5583997
4,5607916
4,5598674
4,5605321
4,5605242
4,5606187
4,7261422
4,7261424
4,5656882
4,7261421
4,5666921
4,7261423
4,5650245
4,5646101
4,5647469
4,5677433
4,6160919
4,5909514
4,5970234
4,6173635
4,6028050
4,3998287
4,4005143
4,4006806
4,4004898
4,4017152
4,3984717
4,5311433
4,3996893
4,4004886
4,5306611
4,4004399
4,5552323
4,5317377
4,5308778
4,5303705
4,7262440
4,5318320
4,5293183
4,5317867
4,5294937
4,5288661
4,5296802
4,5315313
4,5307540
4,5312544
4,5316172
4,5318313
4,5288786
4,5290925
4,5316890
4,5319311
4,5294902
4,5296106
4,5316405
4,5288784
4,5300854
4,7261055
4,5296013
4,5307460
4,5312933
4,5308938
4,5308305
4,5315713
4,7261418
4,5321473
4,5318279
4,5307778
4,5540810
4,5543514
4,5540351
4,5545269
4,5779451
4,5778261
4,5775699
4,5824805
4,5601299
4,5829425
4,5816861
4,5828648
4,5611251
4,5640193
4,5653014
4,5639364
4,5641727
4,5663049
4,5655240
4,7261214
4,6071618
4,6173801
4,5905616
4,5955895
4,3981432
4,3985710
4,3986172
4,4000900
4,3970558
4,4015842
4,3991547
4,4013704
4,4007210
4,3980161
4,4006387
4,4004647
4,4006388
4,3998913
4,3979962
4,3992154
4,3970634
4,4017758
4,4013593
4,3980782
4,4012143
4,3995647
4,3995155
4,4015700
4,7261785
4,3995171
4,5284905
4,4006532
4,4019260
4,5293083
4,5320513
4,5314328
4,5553284
4,5321088
4,5312844
4,5287938
4,5308867
4,5317170
4,5316540
4,5312476
4,5301981
4,5316960
4,5314245
4,5320655
4,5301442
4,5320800
4,5309135
4,5284580
4,5314943
4,5289626
4,5300830
4,5543307
4,5780699
4,5777780
4,5784154
4,5831346
4,5835178
4,5656497
4,6113828
4,6058024
4,5925024
4,4030754
4,6930873
4,4004850
4,4019098
4,4017739
4,3981345
4,3985301
4,3997479
4,3995671
4,4005864
4,3987538
4,4019727
4,3976775
4,4009788
4,4018904
4,3988265
4,5476799
4,5290124
4,5293569
4,5315525
4,5312595
4,5499004
4,5295093
4,5321390
4,5468773
4,5491288
4,5418104
4,5535484
4,5543377
4,5422534
4,5436099
4,5433549
4,5423573
4,5581213
4,5826559
4,5833892
4,5836898
4,5830007
4,5673390
4,5821593
4,5835606
4,5661766
4,5640350
4,5662162
4,6065592
4,5992154
4,6172009
4,4013076
4,4018499
4,4005297
4,4000490
4,3995652
4,3995017
4,4015938
4,4012173
4,4017743
4,3998956
4,4005219
4,4010897
4,3983032
4,4014109
4,4012593
4,3996956
4,4011631
4,4015076
4,4017154
4,3994616
4,4018109
4,5464806
4,3991350
4,5491487
4,5456682
4,5479418
4,5469841
4,5463890
4,5474539
4,5467328
4,5467905
4,5475668
4,5456049
4,5458067
4,5420241
4,5412939
4,5431710
4,5441199
4,5422557
4,5417258
4,5433806
4,5419334
4,5412887
4,5433559
4,5416516
4,5579761
4,5436363
4,5438708
4,5432549
4,5576064
4,5836665
4,5840846
4,5843495
4,5831176
4,5663135
4,5656170
4,5664486
4,6160603
4,6127749
4,5899982
4,6089404
4,6071421
4,4009984
4,3991148
4,4012966
4,4007812
4,4002745
4,4010589
4,4012707
4,4012176
4,4012693
4,4005370
4,3976161
4,4004419
4,4012406
4,3980683
4,4018543
4,4016722
4,3980207
